"Автор (ы)","Author full names","Идентификатор автора(ов)","Название документа","Год","Название источника","Том","Выпуск","Статья №","Страница начала","Страница окончания","Цитирования","DOI","Ссылка","Организации","Авторы организаций","Краткое описание","Ключевые слова автора","Ключевые слова указателя","Сведения о финансировании","Текст о финансировании","Спонсоры","Название конференции","Дата конференции","Место проведения конференции","Код конференции","Тип документа","СТАДИЯ ПУБЛИКАЦИИ","Open Access (открытый доступ)","Источник","EID"
"Turan, C.; Aitimov, A.; Kynabay, B.; Aldabergen, A.","Turan, Cemil (56246423000); Aitimov, Askhat (57207766577); Kynabay, Bakdaulet (57207778817); Aldabergen, Aimoldir (57216441229)","56246423000; 57207766577; 57207778817; 57216441229","An enhanced face recognition method for lighting problem","2019","2019 15th International Conference on Electronics, Computer and Computation, ICECCO 2019","","","9043199","","","2","10.1109/ICECCO48375.2019.9043199","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083498167&doi=10.1109%2FICECCO48375.2019.9043199&partnerID=40&md5=6dd617b0088bbc5f9f517ffdb22d69e6","Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","Turan, Cemil, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Aitimov, Askhat, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Kynabay, Bakdaulet, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Aldabergen, Aimoldir, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","One of the most popular tool implemented in face recognition issues is Principal Component Analysis (PCA) which is successfully used in machine learning and data analysis. However, if the images are not regular with some factors that affect the image recognition accuracy such as variation of facial expressions, different poses or lighting problems, this technique may show some deficiencies. In this work, different kinds of methods were implemented by combining different preprocessing techniques to evaluate and compare them under different lighting conditions of images. In order to have the same lighting conditions for every image, the methods were applied to them after PCA processing. As a result, the face recognition accuracy was improved by means of implementing the techniques separately or in combination. © 2019 IEEE.","Adaptive Single Scale Retinex; Analysis; Face Recognition; Histogram Equalization; Principal Component","Data handling; Image recognition; Lighting; Principal component analysis; Face recognition methods; Facial Expressions; Lighting conditions; Preprocessing techniques; Recognition accuracy; Face recognition","","","","15th International Conference on Electronics, Computer and Computation, ICECCO 2019","2019-12-10 through 2019-12-12","Abuja","158814","Conference paper","Final","","Scopus","2-s2.0-85083498167"
"Alimanova, M.; Akhmetova, N.R.; Bazatbekov, B.; Yurchenko, S.","Alimanova, Madina U. (55938129800); Akhmetova, Nazym R. (57216431723); Bazatbekov, Bek (57216435444); Yurchenko, Sabina (57216435016)","55938129800; 57216431723; 57216435444; 57216435016","Comparison of the development of 3D printing in Kazakhstan relative to the world level","2019","2019 15th International Conference on Electronics, Computer and Computation, ICECCO 2019","","","9043212","","","0","10.1109/ICECCO48375.2019.9043212","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083498051&doi=10.1109%2FICECCO48375.2019.9043212&partnerID=40&md5=ce5add0597100c130fb7d1231d11e7b4","Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","Alimanova, Madina U., Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Akhmetova, Nazym R., Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Bazatbekov, Bek, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Yurchenko, Sabina, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","Additive technology is a fast-growing industry that is currently available to everyone. While in developed countries they enjoy the full benefits of 3D printing, in Kazakhstan, not many people know about the charm of its use. 3D printing in the world has developed in various fields of use, from furniture in your home to a heart made of biomaterials. Interest in 3D printing in Kazakhstan is also growing, and based on the development scenario in the world, you can make an assumption of how it will develop. Reading this analysis will help to make a summarize what stage relative to other countries is a developing country like Kazakhstan is located. © 2019 IEEE.","3d printing; Additive technologies; Bioprinting; Comparative analysis; Modeling; New technology","Additives; Developing countries; 3-D printing; Additive technology; Developed countries; Development scenarios; Kazakhstan; 3D printers","","","","15th International Conference on Electronics, Computer and Computation, ICECCO 2019","2019-12-10 through 2019-12-12","Abuja","158814","Conference paper","Final","","Scopus","2-s2.0-85083498051"
"Kariboz, D.; Bogdanchikov, A.; Orynbekova, K.","Kariboz, Darmen (57207777226); Bogdanchikov, Andrey (57216432873); Orynbekova, Kamila (57207759934)","57207777226; 57216432873; 57207759934","Computing feature vectors of students for face recognition using Apache Spark","2019","2019 15th International Conference on Electronics, Computer and Computation, ICECCO 2019","","","9043282","","","0","10.1109/ICECCO48375.2019.9043282","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083494092&doi=10.1109%2FICECCO48375.2019.9043282&partnerID=40&md5=634b46c1f5321e189c85a7061c4f6d14","Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","Kariboz, Darmen, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Bogdanchikov, Andrey, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Orynbekova, Kamila, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","With a massive increase of images and videos in the internet, processing these data for face detection and recognition is a bottleneck in current situation. At least there is a lack of frameworks and tools to process lots of data efficiently and not time consuming. System proposed in this paper offers face recognition framework based on Apache Spark to analyze lots images and videos from Instagram. As a people need to be searched and recognized are university students, their feature vectors used for recognition initially computed and can be enlarged at any moment. Spark's Resilient Distributed Databases gives ability to compute all the intermediate data directly in memory making computations faster meanwhile keeping resilience property. © 2019 IEEE.","Big Data; Face recognition; Feature vectors; Spark","Data handling; Current situation; Distributed database; Face detection and recognition; Feature vectors; University students; Face recognition","","","","15th International Conference on Electronics, Computer and Computation, ICECCO 2019","2019-12-10 through 2019-12-12","Abuja","158814","Conference paper","Final","","Scopus","2-s2.0-85083494092"
"Ibragimov, N.; Amangeldiyeva, A.","Ibragimov, Nazim (57216436515); Amangeldiyeva, Alina (57224268863)","57216436515; 57224268863","Perspectives of Integration QR Codes and RFID readers in large-scale events controlled by HRM systems","2019","2019 15th International Conference on Electronics, Computer and Computation, ICECCO 2019","","","9043285","","","0","10.1109/ICECCO48375.2019.9043285","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083491853&doi=10.1109%2FICECCO48375.2019.9043285&partnerID=40&md5=24dade408575bc3150a5ff1dcb4276a5","SDU University, Kaskelen, Almaty, Kazakhstan","Ibragimov, Nazim, SDU University, Kaskelen, Almaty, Kazakhstan; Amangeldiyeva, Alina, SDU University, Kaskelen, Almaty, Kazakhstan","There is an increasing trend in the application of integrated Quick Response(QR) and RFID technologies to large-scale events. QR codes and RFID readers containing logs data were introduced into an international computer project competition organized for students in the university. This paper aims to discover the perspectives of Integrated Technologies, which has been created and show how this integration affects to optimization and efficiency of the processes. The presented study is based on the application of the Human Resource Management System for the education sector(e-HRMS), a centralized platform that powers and manages the structure of international competitions. The study findings reveal that the integration of ICT technologies positively affects optimization and process management in the education sector. Moreover, the most important parameter that affects both technologies has been found and checked clearly. © 2019 IEEE.","","Codes (symbols); Competition; Integration; Education sectors; Human resource management systems; Integrated technologies; International competitions; Large scale events; Process management; Quick response; RFID Technology; Human resource management","","","","15th International Conference on Electronics, Computer and Computation, ICECCO 2019","2019-12-10 through 2019-12-12","Abuja","158814","Conference paper","Final","","Scopus","2-s2.0-85083491853"
"Jantayev, R.; Amirgaliyev, Y.","Jantayev, Ruslan (57207776943); Amirgaliyev, Yedilkhan Nesipkhanovich (56167524400)","57207776943; 56167524400","Improved handwritten digit recognition method using deep learning Algorithm","2019","2019 15th International Conference on Electronics, Computer and Computation, ICECCO 2019","","","9043235","","","5","10.1109/ICECCO48375.2019.9043235","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083482571&doi=10.1109%2FICECCO48375.2019.9043235&partnerID=40&md5=aa7c993beb78beb07317083761819f5c","Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","Jantayev, Ruslan, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Amirgaliyev, Yedilkhan Nesipkhanovich, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","One of the essential problems in Computer Vision is identification and classification of important objects. While exhaustive work done on image processing for computation and accuracy performance it is still limited by ambiguity. In current work we compared traditional machine learning method versus Deep Learning model, namely Convolutional Neural Network(CNN), on Handwritten Digit Recognition using MNIST dataset. We showed that CNN algorithm reaches higher recognition accuracy than Support Vector Machine(SVM). © 2019 IEEE.","CNN; Handwritten Digit Recognition; MNIST Dataset; SVM","Character recognition; Convolutional neural networks; Image processing; Learning algorithms; Learning systems; Support vector machines; Essential problems; Handwritten digit recognition; Important object; Learning models; Machine learning methods; Recognition accuracy; Deep learning","","","","15th International Conference on Electronics, Computer and Computation, ICECCO 2019","2019-12-10 through 2019-12-12","Abuja","158814","Conference paper","Final","","Scopus","2-s2.0-85083482571"
"Amirgaliyev, Y.; Berikov, V.; Cherikbayeva, L.S.; Latuta, K.; Bekturgan, K.","Amirgaliyev, Yedilkhan Nesipkhanovich (56167524400); Berikov, Vladimir B. (6507286587); Cherikbayeva, Lyailya Sh (57200073690); Latuta, Konstantin N. (55669554600); Bekturgan, Kalybekuuly (57209681554)","56167524400; 6507286587; 57200073690; 55669554600; 57209681554","Group approach to solving the tasks of recognition","2019","Yugoslav Journal of Operations Research","29","2","","177","192","3","10.2298/YJOR180822032Y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068467475&doi=10.2298%2FYJOR180822032Y&partnerID=40&md5=e5f2674552aef75c448c696a15f92c5a","SDU University, Kaskelen, Almaty, Kazakhstan; Novosibirsk State University, Novosibirsk, Novosibirsk Oblast, Russian Federation; Al Farabi Kazakh National University, Almaty, Kazakhstan; SDU University, Kaskelen, Almaty, Kazakhstan; Institute of Automation and Information Technology, Kyrgyzstan","Amirgaliyev, Yedilkhan Nesipkhanovich, SDU University, Kaskelen, Almaty, Kazakhstan; Berikov, Vladimir B., Novosibirsk State University, Novosibirsk, Novosibirsk Oblast, Russian Federation; Cherikbayeva, Lyailya Sh, Al Farabi Kazakh National University, Almaty, Kazakhstan; Latuta, Konstantin N., SDU University, Kaskelen, Almaty, Kazakhstan; Bekturgan, Kalybekuuly, Institute of Automation and Information Technology, Kyrgyzstan","In this work, we develop CASVM and CANN algorithms for semi-supervised classification problem. The algorithms are based on a combination of ensemble clustering and kernel methods. A probabilistic model of classification with the use of cluster ensemble is proposed. Within the model, error probability of CANN is studied. Assumptions that make probability of error converge to zero are formulated. The proposed algorithms are experimentally tested on a hyperspectral image. It is shown that CASVM and CANN are more noise resistant than standard SVM and kNN. © 2019 Faculty of Organizational Sciences, Belgrade. All rights reserved.","Classification; Hyper Spectral Image; Recognition; Semi-Supervised Learning","","Russian Foundation for Basic Research, РФФИ, (18-07-00600, 18-29-0904mk); Siberian Branch, Russian Academy of Sciences, SB RAS, (GF INN 05132648); Ministry of Education and Science of the Russian Federation, Minobrnauka","orandum on scientific and technical cooperation between the Sobolev Institute of mathematics of the SB RAS and the Institute of Information and Computing Technologies of the Ministry of Education and Science of the Republic of Kazakhstan. The research was carried out within the framework of the research program ”Mathematical Methods of Pattern Recognition and Prediction” of the Math. S.L. Sobolev SB RAS and the project of grant financing of the GF INN 05132648 MES RK. The study was also partially supported by the RFBR grants 18-07-00600, 18-29-0904mk and partly by the Ministry of Science and Education of the Russian Federation within the framework of the 5-100 Excellence Program.","","","","","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85068467475"
"Amirgaliyev, Y.; Shamiluulu, S.; Serek, A.","Amirgaliyev, Yedilkhan Nesipkhanovich (56167524400); Shamiluulu, Shahriar (57193006641); Serek, Azamat (57207763595)","56167524400; 57193006641; 57207763595","Analysis of Chronic Kidney Disease Dataset by Applying Machine Learning Methods","2018","IEEE 12th International Conference on Application of Information and Communication Technologies, AICT 2018 - Proceedings","","","8747140","","","65","10.1109/ICAICT.2018.8747140","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070224440&doi=10.1109%2FICAICT.2018.8747140&partnerID=40&md5=0e77a630b6f0bb039b8266cf03cc8042","Institute of Information and Computational Technologies, Almaty, Kazakhstan; Faculty of Engineering and Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan","Amirgaliyev, Yedilkhan Nesipkhanovich, Institute of Information and Computational Technologies, Almaty, Kazakhstan; Shamiluulu, Shahriar, Faculty of Engineering and Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; Serek, Azamat, Faculty of Engineering and Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan","Currently, there are many people in the world suffering from chronic kidney diseases worldwide. Due to the several risk factors like food, environment and living standards many people get diseases suddenly without understanding of their condition. Diagnosing of chronic kidney diseases is generally invasive, costly, time-consuming and often risky. That is why many patients reach late stages of it without treatment, especially in those countries where the resources are limited. Therefore, the early detection strategy of the disease remains important, particularly in developing countries, where the diseases are generally diagnosed in late stages. Finding a solution for above-mentioned problems and riding out from disadvantages became a strong motive to conduct this study. In this research study, the effects of using clinical features to classify patients with chronic kidney disease by using support vector machines algorithm is investigated. The chronic kidney disease dataset is based on clinical history, physical examinations, and laboratory tests. Experimental results showed over 93% of success rate in classifying the patients with kidney diseases based on three performance metrics i.e., accuracy, sensitivity and specificity. © 2018 IEEE.","Biomedical engineering; Chronic kidney disease; Support vector machine","Biomedical engineering; Clinical research; Developing countries; Machine learning; Patient treatment; Statistical tests; Support vector machines; Chronic kidney disease; Clinical features; Living standards; Machine learning methods; Performance metrics; Research studies; Sensitivity and specificity; Support vector machines algorithms; Diagnosis","","","","12th IEEE International Conference on Application of Information and Communication Technologies, AICT 2018","2018-10-17 through 2018-10-19","Almaty","149092","Conference paper","Final","","Scopus","2-s2.0-85070224440"
"Turan, C.","Turan, Cemil (56246423000)","56246423000","An Improved q-Least Mean Square Algorithm for Sparse System Identification","2018","IEEE 12th International Conference on Application of Information and Communication Technologies, AICT 2018 - Proceedings","","","8747133","","","0","10.1109/ICAICT.2018.8747133","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070206159&doi=10.1109%2FICAICT.2018.8747133&partnerID=40&md5=9576c877bd460c54d825d57ab1aaf14b","Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","Turan, Cemil, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","Least mean square (LMS) algorithm is very familiar and used successfully in adaptive filters which are widely used in several areas such as wireless communication or image processing. However, it is inefficient for some situations such as the constant step-size in its update equation or eigenvalue spread of the input autocorrelation matrix. Besides, the performance of the LMS algorithm deteriorates for a system identification problem when we deal with a sparse system in which the most of the coefficients are zero or near zero. In this work a new sparsity based LMS-type algorithm has been proposed. It exploits the advantages of the recently proposed q-LMS algorithm which is based on q-calculus, a variable step-size LMS algorithm in which a function is used to adjust the step-size and the zeroattraction factor derived by an additional l<inf>0</inf>norm in its error function. The proposed algorithm has been compared with both q-LMS algorithm and zero-attracting function controlled variable step-size LMS algorithms according to the convergence speed and mean square deviation. Experiments showed that the new algorithm has a faster convergence without sacrificing from mean square deviation level for a sparse system identification with an uncorrelated or correlated input signals. © 2018 IEEE.","","Adaptive filtering; Adaptive filters; Approximation theory; Calculations; Eigenvalues and eigenfunctions; Image processing; Autocorrelation matrix; Controlled variables; Least mean square algorithms; Mean square deviation; Sparse system identification; System identification problems; Variable step-size LMS algorithms; Wireless communications; Religious buildings","","","","12th IEEE International Conference on Application of Information and Communication Technologies, AICT 2018","2018-10-17 through 2018-10-19","Almaty","149092","Conference paper","Final","","Scopus","2-s2.0-85070206159"
"Serdali, B.K.; Beldibekova, A.T.; Zhaxylykbaeva, R.S.; Uzbekova, G.; Tursyn, K.","Serdali, Bekzhigit K. (56105909200); Beldibekova, Aliya T. (57203157148); Zhaxylykbaeva, Rimma S. (57195412405); Uzbekova, Gulnar (57203162988); Tursyn, Kudaibergen (57203156237)","56105909200; 57203157148; 57195412405; 57203162988; 57203156237","Democratic principles of education in media environment","2018","Espacios","39","30","","","","14","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050752102&partnerID=40&md5=d4e577083d75b58e58c8883ea171d016","Department of Kazakh Philology and Journalism, Khoja Akhmet Yassawi International Kazakh-Turkish University, Turkistan, Turkistan, Kazakhstan; Department of Journalism, Al Farabi Kazakh National University, Almaty, Kazakhstan; Department of Social Sciences, SDU University, Kaskelen, Almaty, Kazakhstan","Serdali, Bekzhigit K., Department of Kazakh Philology and Journalism, Khoja Akhmet Yassawi International Kazakh-Turkish University, Turkistan, Turkistan, Kazakhstan; Beldibekova, Aliya T., Department of Kazakh Philology and Journalism, Khoja Akhmet Yassawi International Kazakh-Turkish University, Turkistan, Turkistan, Kazakhstan; Zhaxylykbaeva, Rimma S., Department of Journalism, Al Farabi Kazakh National University, Almaty, Kazakhstan; Uzbekova, Gulnar, Department of Journalism, Al Farabi Kazakh National University, Almaty, Kazakhstan; Tursyn, Kudaibergen, Department of Social Sciences, SDU University, Kaskelen, Almaty, Kazakhstan","The paper defines the possibilities of democratization of the state at solving the problem of interaction with the modern information environment. The media environment, which forms the democratic principles governing the existence of a society, is represented by a sphere that not only requires significant attention on the part of the state and other market participants, but also proposes requirements to the structure of its application on the part of the consumers of the content. In this regard, the authors suggest investigating the issue of a possibility of teaching a person to handle with media environment. The education not only considers the practical skills of work with the sources of information environments, but also forms an opportunity of their practical application in social interaction. At the level of social development it is expressed in working out a social agenda, which is practiced as not only the source of change in social and economic conditions, but also allows changing the political conditions of functioning. Each participant of such a process has an opportunity for holistic understanding of possible correlation between personal freedom and the ability of handling with the information environment. The authors show that such an acceptance contributes to development of social environment and social formation in general as well as of the scientific structures in particular. © 2018.","Democratic process; Information environment; Media education; Population; Social developments","","","","","","","","","Article","Final","","Scopus","2-s2.0-85050752102"
"Zhaparov, M.; Nassen, Y.","Zhaparov, M. K. (55637264200); Nassen, Y. (57193877762)","55637264200; 57193877762","3D modelling based on virtual reality","2016","Proceedings of the 2016 6th International Conference - Cloud System and Big Data Engineering, Confluence 2016","","","7508151","399","402","3","10.1109/CONFLUENCE.2016.7508151","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017295934&doi=10.1109%2FCONFLUENCE.2016.7508151&partnerID=40&md5=6c9fcffd58aab28eedaa4f7542b9e972","Department of Information Systems, SDU University, Kaskelen, Almaty, Kazakhstan","Zhaparov, M. K., Department of Information Systems, SDU University, Kaskelen, Almaty, Kazakhstan; Nassen, Y., Department of Information Systems, SDU University, Kaskelen, Almaty, Kazakhstan","Nowadays, mobile devices and PC are very popular. Mobile and desktop applications with learning aid scan greatly help to everyone, who wants to learn something new. This paper introduces an Android, Desktop and WEB application, which can help people to know more about the programs. This application was done by using technologies such as AutoCAD, 3D modeling with 3Ds Max and Unity 3D. Usage of such tools and technologies give to people the great opportunity to convert endless ideas in people's mind into reality, so that mobile devices and PC will be able to create virtual reality. © 2016 IEEE.","","Application programs; Big data; Computer aided design; Mobile telecommunication systems; Virtual reality; 3-d modeling; 3D modelling; 3ds max; AutoCad; Desktop applications; Learning aid; Tools and technologies; WEB application; Three dimensional computer graphics","","","","6th International Conference on Cloud System and Big Data Engineering, Confluence 2016","2016-01-14 through 2016-01-15","Uttar Pradesh, Noida","122691","Conference paper","Final","","Scopus","2-s2.0-85017295934"
"Arslanov, M.Z.; Ashigaliev, D.U.; Ismail, E.E.","Arslanov, Marat Z. (7004438483); Ashigaliev, D. U. (6504275999); Ismail, E. E. (7005324349)","7004438483; 6504275999; 7005324349","Polynomial algorithms for guillotine cutting of a rectangle into small rectangles of two kinds","2008","European Journal of Operational Research","185","1","","105","121","2","10.1016/j.ejor.2006.12.052","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548702216&doi=10.1016%2Fj.ejor.2006.12.052&partnerID=40&md5=e11049a4da59580e269e425936cd12d7","Institute of Problems of Informatics and Control, SDU University, Kaskelen, Almaty, Kazakhstan","Arslanov, Marat Z., Institute of Problems of Informatics and Control, SDU University, Kaskelen, Almaty, Kazakhstan; Ashigaliev, D. U., Institute of Problems of Informatics and Control, SDU University, Kaskelen, Almaty, Kazakhstan; Ismail, E. E., Institute of Problems of Informatics and Control, SDU University, Kaskelen, Almaty, Kazakhstan","In this paper the problem of optimally guillotine cutting a rectangle (A, B) into small rectangles of two kinds is considered. Rectangles of the first kind (c, a<inf>i</inf>), i ∈ I have the same width, and their heights can be various. Rectangles of the second kind (b<inf>j</inf>, d), j ∈ J have the same height, and their widths can be various. The number of occurrences of each small rectangle in a cutting pattern is not restricted. Similar problems often appear in the furniture industry. This cutting problem is reduced to the shortest path problem in a special rectangular grid, for which a linear time algorithm is suggested. This approach generalizes the approach of [E. Girlich, A.G. Tarnowski, On polynomial solvability of two multiprocessor scheduling problems, Mathematical Methods of Operations Research 50 (1999) 27-51; A.G. Tarnowski, Advanced polynomial time algorithm for guillotine generalized pallet loading problem, in: The International Scientific Collection: Decision Making Under Conditions of Uncertainty (Cutting-Packing Problems), Ufa State Aviation Technical University, 1997, pp. 93-124] and allows us to construct polynomial algorithms for the guillotine cutting problem considered with a fixed number of small rectangles of two kinds. © 2007 Elsevier B.V. All rights reserved.","Cutting; Polynomial algorithms; Shortest path problem","Algorithms; Cutting; Decision making; Operations research; Problem solving; Scheduling; Uncertainty analysis; Polynomial algorithms; Shortest path problems; Polynomials","","","","","","","","Article","Final","","Scopus","2-s2.0-34548702216"
"Arslanov, M.Z.","Arslanov, Marat Z. (7004438483)","7004438483","A polynomial algorithm for one problem of guillotine cutting","2007","Operations Research Letters","35","5","","636","644","3","10.1016/j.orl.2006.12.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547608401&doi=10.1016%2Fj.orl.2006.12.003&partnerID=40&md5=8a0e20a2ad3e59473d5ecf041d122d45","Institute of Problems of Informatics and Control, SDU University, Kaskelen, Almaty, Kazakhstan","Arslanov, Marat Z., Institute of Problems of Informatics and Control, SDU University, Kaskelen, Almaty, Kazakhstan","We consider the problem of guillotine cutting a rectangular sheet into two rectangular pieces without rotations. The question is whether there exists a cutting pattern with given numbers of occurrences of both rectangular pieces. A polynomial time algorithm is described to construct the convex hull of solutions to this problem. © 2007.","Convex hull; Cutting; Polynomial algorithms","Cutting; Problem solving; Sheet metal; Convex hull; Guillotine cutting; Rectangular sheet; Polynomial approximation","","","","","","","","Article","Final","","Scopus","2-s2.0-34547608401"
